IBGE;UF;MUNICIPIO;CNES;NOME FANTASIA;RAZAO SOCIAL;CNPJ PROPRIO;CNPJ MANTENEDORA;TIPO GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP;LATITUDE;LONGITUDE
330390;RJ;PETROPOLIS;5206855;CARLOS KAZUO YOSHINAGA;CARLOS KAZUO YOSHINAGA;;;M;RUA DOUTOR NELSON DE SA EARP;45;CENTRO;25680000;-22.51169;-43.18015
330385;RJ;PATY DO ALFERES;2295520;PAM SAUDE DA FAMILIA DE BELA VISTA;SMS DE PATY DO ALFERES;;36497352000141;M;EST BATATAL;S/N;BELA VISTA;26980000;-22.40544;-43.44737
330452;RJ;RIO DAS OSTRAS;3556581;CLINICA PHYSIOMEDI LTDA ME;CLINICA PHYSIOMEDI LTDA ME;06999416000141;;M;RUA DAS AMENDOEIRAS;03;CENTRO;28893428;-22.52458;-41.94096
330240;RJ;MACAE;5214521;CLAUDIA MARIA MARELI MAGALDI;CLAUDIA MARIA MARELI MAGALDI;;;M;AVENIDA PRESIDENTE SODRE;316;CENTRO;27910100;-22.37359;-41.77677
330240;RJ;MACAE;5214580;MARIA DO CARMO DAIBERT GOMIDE;MARIA DO CARMO DAIBERT GOMIDE;;;M;RUA TEIXEIRA DE GOUVEIA;789;CENTRO;27910100;-22.37438;-41.77875
330240;RJ;MACAE;5214688;ROBERTO JUNQUEIRA CARDOSO JUNIOR;ROBERTO JUNQUEIRA CARDOSO JUNIOR;;;M;RUA VISCONDE DE QUISSAMA;684;CENTRO;27910100;-22.37313;-41.78006
330200;RJ;ITAGUAI;3291537;CARLOS ALBERTO CAMILO VIEIRA;CARLOS ALBERTO CAMILO VIEIRA;;;M;AV CURVELO CAVALCANTE;189;CENTRO;23815490;-22.87211;-43.77811
330240;RJ;MACAE;5214785;ANDREA TOLENTINO SOARES;ANDREA TOLENTINO SOARES;;;M;RUA CONDE DE ARARUAMA;139;CENTRO;27910100;-22.37293;-41.78160
330240;RJ;MACAE;5215005;CLINICA ORTOPEDICA DR CARLOS LEVI TERRA;CLINICA ORTOPEDICA DR CARLOS LEVI TERRA;30416184000136;;M;RUA DOUTOR LUIZ BELEGARD;70;CENTRO;27913260;-22.37904;-41.77551
330240;RJ;MACAE;5215013;ARIOVALDO DE AZEVEDO MANHAES;ARIOVALDO DE AZEVEDO MANHAES;;;M;RUA DOUTOR LUIZ BELEGARD;136;IMBETIBA;27913260;-22.38017;-41.77415
330140;RJ;CONCEICAO DE MACABU;2290138;POSTO DE SAUDE ANTONIO HENRIQUE;SECRETARIA MUNICIPAL DE SAUDE DE CONCEICAO DE MACABU;;29115466000114;M;RUA PRINCIPAL;S/N;PITEIRA;28740000;-22.08329;-41.90205
330240;RJ;MACAE;5215285;ANGELA MARIA BRAGAMONTE PEREIRA;ANGELA MARIA BRAGAMONTE PEREIRA;;;M;AVENIDA RUI BARBOSA;688;CENTRO;27913100;-22.37607;-41.77733
330240;RJ;MACAE;5215293;CLEIDE CRISTINA QUARESMA DAFLON;CLEIDE CRISTINA QUARESMA DAFLON;;;M;RUA MAR DEL PLATA;96;CENTRO;27913260;-22.40555;-41.80066
330420;RJ;RESENDE;3907325;ALUIZIO ANTONIO BALIEIRO DINIZ;ALUIZIO ANTONIO BALIEIRO DINIZ;;;M;RUA LUIZ PISTARINI;30;CAMPOS ELISEOS;27542090;-22.46335;-44.44786
330630;RJ;VOLTA REDONDA;3909166;DANILO DUTRA DIBBE;DANILO DUTRA DIBBE;;;M;RUA DEZESSEIS;109;VILA STA CECILIA;27260110;-22.51975;-44.08592
330420;RJ;RESENDE;3910474;ANGIOPED;ANGIOPED SERVICOS MEDICOS LTDA;07241864000144;;M;RUA HONORIO ALMEIDA PAIVA;240;JARDIM JALISCO;27510260;-22.46990;-44.46003
330630;RJ;VOLTA REDONDA;3914593;WALTER BERNARDES;WALTER BERNARDES;;;M;LARGO NOVE DE ABRIL;26;VILA STA CECILIA;27260180;-22.51012;-44.09127
330110;RJ;CANTAGALO;2267640;PSF SAO SEBASTIAO DO PARAIBA;PREFEITURA MUNICIPAL DE CANTAGALO;;28645794000160;M;RUA JOAO BATISTA MUZI;60;4 DISTRIRO SAO SEBAS;28500000;-21.981;-42.368
330230;RJ;LAJE DO MURIAE;5468000;MODULO III DO PSF;SECRETARIA MUNICIPAL DE SAUDE;;28919637000600;M;RUA LEOPOLDINA;S/N;AREIA BRANCA;28350000;-21.20600;-42.12300
330060;RJ;BOM JESUS DO ITABAPOANA;3483061;ULTRAMED DE ITABAPOANA ULTRASSONOGRAFIA LTDA;ULTRAMED DE ITABAPOANA ULTRASSONOGRAFIA LTDA;39219100000149;;M;AV DR ABREU LIMA;97;CENTRO;28360000;-21.134;-41.68
330100;RJ;CAMPOS DOS GOYTACAZES;3927547;CLAUDIO EDUARDO CARVALHO DOS SANTOS;CLAUDIO EDUARDO CARVALHO DOS SANTOS;;;M;RUA ALVARENGA FILHO;114;PELINCA;28010010;-21.76107;-41.32982
330100;RJ;CAMPOS DOS GOYTACAZES;3927571;ARTHUR ADOLPHO PESSOLANI WANGLER;ARTHUR ADOLPHO PESSOLANI WANGLER;;;M;RUA BARAO DA LAGOA DOURADA;225;CENTRO;28010010;-21.75514;-41.33348
330600;RJ;TRES RIOS;5562619;GUSTAVO SOUZA DO COUTO;GUSTAVO SOUZA DO COUTO;;;M;RUA XV DE NOVEMBRO;402;CENTRO;25804000;-22.117;-43.209
330100;RJ;CAMPOS DOS GOYTACAZES;3928799;MARCELO RAMALHO GOMES;MARCELO RAMALHO GOMES;;;M;RUA BARAO DA LAGOA DOURADA;234;CENTRO;28010010;-21.74896;-41.33125
330100;RJ;CAMPOS DOS GOYTACAZES;3928829;TANIA SALGADO MONTEIRO;TANIA SALGADO MONTEIRO;;;M;RUA BARAO DA LAGOA DOURADA;234;CENTRO;28010010;-21.74896;-41.33125
330060;RJ;BOM JESUS DO ITABAPOANA;3439526;EDMAR RABELLO DE MORAES;EDMAR RABELLO DE MORAES;;;M;RUA TENENTE JOSE TEIXEIRA;488;CENTRO;28360000;-21.134;-41.68
330100;RJ;CAMPOS DOS GOYTACAZES;3928993;ANA RAQUEL MACHADO CAMPINHO;ANA RAQUEL MACHADO CAMPINHO;;;M;RUA CONS OTAVIANO;84;CENTRO;28010010;-21.76421;-41.32432
330630;RJ;VOLTA REDONDA;5654521;PRO VASC;PRO VASC SERVICO DE CIRURGIA VASCULAR DE VOLTA REDONDA;06043544000117;;M;RUA QUARENTA E UM;392;VILA SANTA CECILIA;27285510;-22.48879;-44.11287
330220;RJ;ITAPERUNA;2279142;SERVICO DE VIGILANCIA SANITARIA;SECRETARIA MUNICIPAL DE SAUDE;;28916716000152;M;RUA SATIRO GARIBALDI;217;CENTRO;28300000;-21.19735;-41.89719
330100;RJ;CAMPOS DOS GOYTACAZES;5658195;BRUNNO GOMES MOTTA;BRUNNO GOMES MOTTA;;;M;PRACA SAO SALVADOR;41;CENTRO;28010970;-21.75495;-41.32305
330520;RJ;SAO PEDRO DA ALDEIA;5625947;UNIDADE BASICA DE SAUDE PORTO DA ALDEIA;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA RJ;;36488708000180;M;AVENIDA SAPUTIABA;35;PORTO DA ALDEIA;28940468;-22.81378;-42.11039
330350;RJ;NOVA IGUACU;2281686;LAMIC;LAMIC LABORATORIO MIGUEL COUTO LTDA;30621429000167;;M;ESTRADA DEPUTADO DARCILIO AYRES RAUNHENTTI;190;MIGUEL COUTO;26060410;-22.69339;-43.43795
330100;RJ;CAMPOS DOS GOYTACAZES;5658551;GASTER;GASTER SERVICOS MEDICOS LTDA ME;09420234000162;;M;RUA VOLUNTARIOS DA PATRIA;500;CENTRO;28030260;-21.76107;-41.32982
330340;RJ;NOVA FRIBURGO;3625745;ELIANA DE LOURDES PEREIRA ROZALES;ELIANA DE LOURDES PEREIRA ROZALES;;;M;RUA TRAJANO DE ALMEIDA;57;CENTRO;28610280;-22.28748;-42.53610
330560;RJ;SILVA JARDIM;2274035;UNIDADE MUNICIPAL DE SAUDE DA FAMILIA DE ALDEIA VELHA;PREFEITURA MUNICIPAL DE SILVA JARDIM;;28741098000157;M;RUA MACHARETH;S/N;ALDEIA VELHA;28820000;-22.61405;-42.40762
330490;RJ;SAO GONCALO;5473594;USF JARDIM CATARINA III;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;;28636579000950;M;RUA CAETES;S/N;JARDIM CATARINA;24715521;-22.827;-43.054
330390;RJ;PETROPOLIS;3717054;ANTONIO DE OLIVEIRA;ANTONIO DE OLIVEIRA;;;M;AVENIDA DA IMPERATRIZ;376;CENTRO;25680000;-22.50638;-43.17720
330170;RJ;DUQUE DE CAXIAS;2283565;UNIDADE DE SAUDE DA FAMILIA TREVO DAS MISSOES;MUNICIPIO DE DUQUE DE CAXIAS;;29138328000150;M;AV HUM;S/N;TREVO DAS MISSOES;25086450;-22.80629;-43.28589
330350;RJ;NOVA IGUACU;3472760;CLINICA PEDIATRICA DOUTOR CAROLINO AUGUSTO SILVA;CLINICA DOUTOR CAROLINO AUGUSTO SILVA LTDA;04512886000103;;M;AVENIDA AMARAL PEIXOTO;154;CENTRO;26210060;-22.76266;-43.44187
330410;RJ;PORCIUNCULA;5103711;CARLOS SERGIO;CARLOS SERGIO DE PAULA PORTO;;;M;AVENIDA JOSE TANNUS;49;CENTRO;28390000;-20.96335;-42.04018
330220;RJ;ITAPERUNA;3687945;MARIA ROSIMERI RIBEIRO AZEVEDO;MARIA ROSIMERI RIBEIRO AZEVEDO;;;M;CARDOSO MOREIRA;841;CENTRO;28300000;-21.21385;-41.87718
330190;RJ;ITABORAI;3818837;JUAREZ ZANIBONI;JUAREZ ZANIBONI;;;M;AVENIDA 22 DE MAIO;5347;CENTRO;24800097;-22.74729;-42.86093
330220;RJ;ITAPERUNA;3688658;GLAYCE BEDIM;GLAYCE BEDIM;;;M;RUA RUI BARBOSA;383;CENTRO;28300000;-21.19588;-41.89701
330110;RJ;CANTAGALO;2267632;POSTO DE SAUDE CAMPO ALEGRE CANTAGALO;PREFEITURA MUNICIPAL DE CANTAGALO;;28645794000160;M;SAO SEBASTIAO DO PARAIBA;01;4 DISTRITO;28500000;-21.75455;-42.37107
330620;RJ;VASSOURAS;2823985;CENTRO DE ESPECIALIDADES MEDICAS;VASSOURAS COR CLINICA DO CORACAO SC LTDA;00699898000138;;M;PRACA SEBASTIAO LACERDA;15;CENTRO;27700000;-22.41086;-43.66196
330620;RJ;VASSOURAS;2824000;CARLA SIMONE;CARLA SIMONE RUAS SILVA;;;M;AV OTAVIO GOMES;161;CENTRO;27700000;-22.40561;-43.65996
330620;RJ;VASSOURAS;2824019;CARLOS R RODRIGUES;CARLOS ROBERTO TEIXEIRA RODRIGUES;;;M;AV OTAVIO GOMES;19;CENTRO;27700000;-22.40628;-43.66093
330620;RJ;VASSOURAS;2824035;CLAUDIO DE MELLO;CLAUDIO FERREIRA DE MELLO FILHO;;;M;AV OTAVIO GOMES;22;CENTRO;27700000;-22.40622;-43.66086
330620;RJ;VASSOURAS;2824094;CONSUELO SILVEIRA DA CRUZ;CONSUELO SILVEIRA DA CRUZ ARBES;;;M;RUA ELISA BARBOSA;19;TAMBASCO;27700000;-22.41801;-43.67666
330620;RJ;VASSOURAS;2824124;JOEL VENTURINI;JOEL VENTURINI;;;M;PRACA PROVEDOR FELIX MACHADO;110;MADRUGA;27700000;-22.39791;-43.65835
330620;RJ;VASSOURAS;2824132;NADIA VALLE;NADIA MARIA DOS SANTOS VALLE;;;M;AV OTAVIO GOMES;21;CENTRO;27700000;-22.40616;-43.66080
330475;RJ;SAO FRANCISCO DE ITABAPOANA;2291401;UBS ARMINDA MARIA BARRETO;MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA;;01623783000122;M;RODOVIA AFONSO CELSO;1171;IMBURI DE CACIMBAS;28230000;-21.47;-41.119
330250;RJ;MAGE;2278375;LUIS FELIPE HART DE LEON;LUIS FELIPE HART DE LEON;;;M;AVENIDA AUTOMOVEL CLUB;S/N;VILA CARVALHO VILA;25935510;-22.59708;-43.18771
330010;RJ;ANGRA DOS REIS;3002977;UNIDADE AUTORIZADORA DE TRATAMENTO FORA DOMICILIO;SECRETARIA MUNICIPAL DE SAUDE;;29172467000109;M;RUA ALMIRANTE MACHADO PORTELA;85;JARDIM BALNEARIO;23906190;-23.00262;-44.30582
330490;RJ;SAO GONCALO;5473942;USF VILA LAGE;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;;28636579000950;M;TRAVESSA LUIZ ESTEVES;86;BARRO VERMELHO;24415210;-22.827;-43.054
330220;RJ;ITAPERUNA;3687171;CENTROLAB;CENTROLAB LABORATORIO DE ANALISES CLINICAS LTDA;00731564000102;;M;RUA LICY DE CASTRO PEREIRA;26;CENTRO;28300000;-21.19915;-41.89719
330455;RJ;RIO DE JANEIRO;5428297;CENTRO DE MEDICINA NUCLEAR DA GUANABARA TIJUCA II;CENTRO DE MEDICINA NUCLEAR DA GUANABARA LTDA;19378769011887;;M;RUA CONDE DO BONFIM;344;TIJUCA;20061000;-22.92398;-43.23270
330490;RJ;SAO GONCALO;5221463;ULTRA SONOGRAFIA DR PERLINGEIRO DE MELLO LTDA UNID ALCANTARA;ULTRA SONOGRAFIA DR PERLINGEIRO DE MELLO LTDA UNID ALCANTARA;29839123000445;;M;RUA YOLANDA SAID ABUZAID;150;ALCANTARA;24410460;-22.83799;-42.99936
330070;RJ;CABO FRIO;2283387;SINDICATO DOS RODOVIARIOS DE NITEROI;SIND TRAB TRANS RODOV PASSAGNITEROI A ARRAIAL DO CABO;30133011000372;;M;AV XV DE NOVEMBRO;193;CENTRO;28909010;-22.85822;-42.02905
330630;RJ;VOLTA REDONDA;3193276;CLINICA DERMATOLOGICA DR TORTURELLA;CLINICA DERMATOLOGICA DR TORTURELLA;04258630000111;;M;RUA QUARENTA;14;VILA SANTA CECILIA;27260200;-22.51833;-44.10363
330600;RJ;TRES RIOS;3194027;POLICLINICA TRES RIOS;POLICLINICA TRES RIOS SC LTDA;01453308000155;;M;RUA QUINZE DE NOVEMBRO;401;CENTRO;25804000;-22.117;-43.209
330220;RJ;ITAPERUNA;2279274;POSTO DE URGENCIA DR MUNIR BUSSAD;SECRETARIA DE SAUDE DE ITAPERUNA;;28916716000152;M;AVENIDA CARDOSO MOREIRA;897;CENTRO;28300000;-21.21436;-41.87828
330510;RJ;SAO JOAO DE MERITI;3575284;UNIDADE DE SAUDE DA FAMILIA DR JORGE TANNUS REJAME;SECRETARIA MUNICIPAL DE SAUDE;;29138336000105;M;RUA FERNANDO DE QUEIROS;S/N;JARDIM METROPOLES;25571210;-22.804;-43.372
330080;RJ;CACHOEIRAS DE MACACU;3195716;USF CASTALIA;SMSDC DE CACHOEIRAS DE MACACU;;05572405000118;M;AV CASTALIA;S/N;CASTALIA;28680000;-22.43389;-42.64275
330190;RJ;ITABORAI;3447952;POLICLINICA DE ESPEC PREF FRANCISCO NUNES DA SILVA PEPFNS;PREFEITURA MUNICIPAL DE ITABORAI;;28741080000155;M;AV PREF ALVARO DE CARVALHO JUNIOR;S/N;NANCILANDIA;24801064;-22.73797;-42.84879
330220;RJ;ITAPERUNA;5414547;PROMEDCOR;PROMEDCOR LTDA;01247393000103;;M;AVENIDA CARDOSO MOREIRA;841;CENTRO;28300000;-21.19739;-41.89705
330190;RJ;ITABORAI;5044820;FACIAL IMAGEM;FACIAL IMAGEM RADIOLOGIA ODONTOLOGICA S C LTDA;07990504000145;;M;RUA ADELINA MARIA DA CONCEICAO;21;CENTRO;24800057;-22.74679;-42.85606
330455;RJ;RIO DE JANEIRO;7110162;SMS UPA 24H ROCHA MIRANDA AP 33;SMS RIO UPA 24H ROCHA MIRANDA AP 33;;29468055000102;M;ESTRADA DO BARRO VERMELHO;S/N;ROCHA MIRANDA;21540500;-22.903;-43.208
330455;RJ;RIO DE JANEIRO;7110324;SMS PADI PEDRO II AP 53;SMS RIO PADI PEDRO II AP 53;;29468055000102;M;RUA DO PRADO;325;SANTA CRUZ;23555012;-22.90300;-43.20800
330200;RJ;ITAGUAI;3810348;DEPARTAMENTO DE SAUDE COLETIVA;MUNICIPIO DE ITAGUAI;;29138302000102;M;AV REVERENDO OTAVIO LUIZ VIEIRA;262;CENTRO;23815310;-22.86878;-43.77754
330270;RJ;MARICA;2266725;POSTO DE SAUDE PONTA NEGRA;MUNICIPIO DE MARICA;;29131075000193;M;RUA ALCEBIADES TEODORO PEREIRA;S/N;PONTA NEGRA;24925355;-22.95112;-42.70145
330340;RJ;NOVA FRIBURGO;3653293;FERNANDO ANTONIO PALMA DA SILVA;FERNANDO ANTONIO PALMA DA SILVA;;;M;PORTUGAL;40;CENTRO;28613130;-22.28036;-42.53268
330010;RJ;ANGRA DOS REIS;3653323;INES DA CUNHA SEPPI;INES DA CUNHA SEPPI;;;M;CORONEL CARVALHO;539;CENTRO;23900310;-23.00571;-44.31593
330630;RJ;VOLTA REDONDA;3656667;CENTRO DE SAUDE SAMUEL ANTONIO DE PAULA REIS;ASS DOS APOSENTADOS E PENSIONISTAS DE VOLTA REDONDA;29292752000236;;M;25 A;23;VILA SANTA CECILIA;27260160;-22.51621;-44.10582
330450;RJ;RIO DAS FLORES;2268299;POLICLINICA DE RIO DAS FLORES;PREFEITURA MUNICIPAL DE RIO DAS FLORES;;29179454000153;M;RUA MARCELINO DO VALE;195;INGLESES;27660000;-22.16776;-43.58073
330450;RJ;RIO DAS FLORES;2268310;CONSULTORIO ODONTOLOGICO RURAL;PREFEITURA MUNICIPAL DE RIO DAS FLORES;;29179454000153;M;RUA DR LUIZ PINTO;S/N;FATIMA;27660000;-22.168;-43.586
330450;RJ;RIO DAS FLORES;2268329;HOSPITAL GERAL DR LUIZ PINTO;MUNICIPIO DE RIO DAS FLORES;;29179454000153;M;RUA MARCELINO DO VALLE;13;INGLESES;27660000;-22.168;-43.586
330010;RJ;ANGRA DOS REIS;3547906;ALEXANDRE ARAUJO VIANNA RIBEIRO;ALEXANDRE ARAUJO VIANNA RIBEIRO;13115929000108;;M;RUA CORONEL CARVALHO;539;CENTRO;23900310;-23.00571;-44.31593
330170;RJ;DUQUE DE CAXIAS;3466035;UNIDADE DE SAUDE DA FAMILIA OTACILIO DA SILVA;MUNICIPIO DE DUQUE DE CAXIAS;;29138328000150;M;RUA AQUIDABAN;S/N;OLAVO BILAC;25070260;-22.76351;-43.32304
330150;RJ;CORDEIRO;2294109;CENTRO DE ATENCAO PSICOSSOCIAL;MUNICIPIO DE CORDEIRO;;28614865000167;M;RUA NACIB SIMAO;1325;RODOLFO GONCALVES;28540000;-22.029;-42.361
330600;RJ;TRES RIOS;3712206;MANOEL ANTONIO DE ALMEIDA;MANOEL ANTONIO DE ALMEIDA;;;M;RUA XV DE NOVEMBRO;402;CENTRO;25804000;-21.99420;-42.91364
330240;RJ;MACAE;2276631;ESF MALVINAS B;MUNICIPIO DE MACAE;;29115474000160;M;RUA PRINCIPAL;656;MALVINAS;27946240;-22.36253;-41.79121
330350;RJ;NOVA IGUACU;2284359;USF RODILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;;29138278000705;M;RUA DONA CLEIA;07;RODILANDIA;26083115;-22.73771;-43.50414
330290;RJ;MIGUEL PEREIRA;2283166;POSTO ESCOLAR EDMUNDO MACEDO SOARES E SILVA;SECRETARIA MUNICIPAL DE SAUDE DE MIGUEL PEREIRA;;32415283000129;M;PRACA BARAO DE JAVARY;S/N;BARAO DE JAVARY;26900000;-22.46866;-43.49040
330455;RJ;RIO DE JANEIRO;5659981;PRONEP LAR;PRONEP LAR INTERNACAO DOMICILIAR SA;00092929000198;;M;RUA VISCONDE DE SILVA;125;HUMAITA;22271043;-22.95814;-43.19643
330170;RJ;DUQUE DE CAXIAS;2277689;CEATA CENTRO DE ATENCAO TOTAL AO ADOLESCENTES;MUNICIPIO DE DUQUE DE CAXIAS;;29138328000150;M;RUA CORREIA MEIER;127;25 DE AGOSTO;25070260;-22.77582;-43.30367
330300;RJ;MIRACEMA;5661935;OFTALMO;OFTALMO CENTRO CLINICO E CIRURGICO LTDA;08834804000106;;M;RUA CORONEL JOSE CARLOS MOREIRA;124;CENTRO;28460000;-21.41404;-42.19808
330410;RJ;PORCIUNCULA;5662087;CHARBEL MONTEIRO MANSUR;CHARBEL MONTEIRO MANSUR;;;M;RUA SCHUWARTZ VIEIRA;95;CENTRO;28390000;-20.96259;-42.04098
330395;RJ;PINHEIRAL;2294508;UNIDADE SAUDE DA FAMILIA DO CRUZEIRO;MUNICIPIO DE PINHEIRAL;;01612981000190;M;RUA JOAQUIM MUNIZ;287;CRUZEIRO II;27197000;-22.51887;-44.00709
330100;RJ;CAMPOS DOS GOYTACAZES;5662818;CARLOS ROBERTO PEREIRA DUTRA;CARLOS ROBERTO PEREIRA DUTRA;;;M;RUA GIL DE GOES;109;CENTRO;28010000;-21.75404;-41.32995
330100;RJ;CAMPOS DOS GOYTACAZES;5662834;JORGE LUIZ ALMEIDA MIRANDA;JORGE LUIZ ALMEIDA MIRANDA;;;M;RUA BARAO DE MIRACEMA;140;CENTRO;28010000;-21.76305;-41.33095
330100;RJ;CAMPOS DOS GOYTACAZES;5662850;MARIA EURIDICE CORREA MAROTA;MARIA EURIDICE CORREA MAROTA;;;M;RUA BARAO DE MIRACEMA;140;CENTRO;28010000;-21.76305;-41.33095
330100;RJ;CAMPOS DOS GOYTACAZES;5662869;OSVALDO DA COSTA CARDOSO DE MELO;OSVALDO DA COSTA CARDOSO DE MELO;;;M;RUA BARAO DA LAGOA DOURADA;409;CENTRO;28010000;-21.75851;-41.33476
330100;RJ;CAMPOS DOS GOYTACAZES;5662877;ADRIANA DE MENEZES MARTINS;ADRIANA DE MENEZES MARTINS;;;M;RUA BARAO DA LAGOA DOURADA;409;CENTRO;28010000;-21.75851;-41.33476
330320;RJ;NILOPOLIS;5568935;BRONSTEIN NILOPOLIS;DIAGNOSTICOS DA AMERICA SA;61486650019526;;M;AV NILO PECANHA;109;CENTRO;26520340;-22.808;-43.414
330630;RJ;VOLTA REDONDA;5578329;LEONARDO FERREIRA MOLICA;LEONARDO FERREIRA MOLICA;;;M;LUIZ MOLLICA;81;VILA STA CECILIA;27250130;-22.51720;-44.10560
330630;RJ;VOLTA REDONDA;5583381;CLINICA ORIENTAL;ORIENTAL ASSITENCIA MEDICA E ACUPUNTURA LTDA;32507006000146;;M;RUA VINTE E UM;69;VILA SANTA CECILIA;27230150;-22.523;-44.104
330190;RJ;ITABORAI;2294184;UNIDADE DE SAUDE DA FAMILIA DR ARISTEU DE OLIVEIRA PINTO;PREFEITURA MUNICIPAL DE ITABORAI;;28741080000155;M;PRACA NUNO DUARTE;S/N;SAO JOSE;24852642;-22.83684;-42.88235
330630;RJ;VOLTA REDONDA;3752933;FLAVIO ABI RAMIA DE MORAES;FLAVIO ABI RAMIA DE MORAES;;;M;RUA DEZESSEIS;109;VILA STA CECILIA;27261310;-22.51975;-44.08592
330630;RJ;VOLTA REDONDA;3843092;BERTA CARDOSO BARBOSA;BERTA CARDOSO BARBOSA;;;M;RUA QUARENTA;08;VILA STA CECILIA;27260170;-22.51810;-44.10315
330060;RJ;BOM JESUS DO ITABAPOANA;3440443;MARCIO DE REZENDE BELISARIO;MARCIO DE REZENDE BELISARIO;;;M;RUA TENENTE JOSE TEIXEIRA;393;CENTRO;28360000;-21.134;-41.68
330390;RJ;PETROPOLIS;3846849;INSTITUTO PETROPOLITANO DE CARDIOLOGIA S C LTDA;INSTITUTO PETROPOLITANO DE CARDIOLOGIA S C LTDA;31996580000142;;M;AVENIDA PORTUGAL;236;VALPARAISO;25655370;-22.52069;-43.19522
330630;RJ;VOLTA REDONDA;3849945;GINECOLOGIA E PROCTOLOGIA MEDICOS ASSOCIADOS;GINECOLOGIA E PROCTOLOGIA MEDICOS ASSOCIADOS LTDA;39203716000121;;M;LARGO NOVE DE ABRIL;27;VILA SANTA CECILIA;27260180;-22.51012;-44.09127
330550;RJ;SAQUAREMA;5680042;FISIORTO;FISIORTO CLINICA MEDICA E FISIOTERAPIA LTDA;08799569000170;;M;RUA ADOLFO BRAVO;26;BACAXA;28994699;-22.89521;-42.46829
330520;RJ;SAO PEDRO DA ALDEIA;2283417;CENTRO DE ATENCAO PSICOSSOCIAL;SECRETARIA MUNICIPAL DE SAUDE DE SAO PEDRO DA ALDEIA;;36488708000180;M;RUA PREFEITO WALDIR LOBO;01;FLUMINENSE;28941620;-22.82990;-42.08891
330410;RJ;PORCIUNCULA;2272210;UNIDADE DE ATENDIMENTO DR ANTONIO MONTEIRO;PREFEITURA MUNICIPAL DE PORCIUNCULA;;28920999000106;M;RUA SCHUWARTZ VIEIRA;154;CENTRO;28390000;-20.96200;-42.04066
330170;RJ;DUQUE DE CAXIAS;3275256;UNIDADE BASICA DE SAUDE EDNA SIQUEIRA SALES;MUNICIPIO DE DUQUE DE CAXIAS;;29138328000150;M;RUA PARACATU;S/N;JARDIM GRAMACHO;25056370;-22.75584;-43.27939
330100;RJ;CAMPOS DOS GOYTACAZES;3276813;DAYSE PARENTE HADDAD MACHADO DE SOUZA;DAYSE PARENTE HADDAD MACHADO DE SOUZA;;;M;RUA ALVARENGA FILHO;114;CENTRO;28010010;-21.76107;-41.32982
330040;RJ;BARRA MANSA;5321670;ALSEA MONICA SCHETTINI DE OLIVEIRA;ALSEA MONICA SCHETTINI DE OLIVEIRA;;;M;RUA FRANCISCO VILELA DE ANDRADE;31;CENTRO;27330040;-22.54794;-44.16555
330220;RJ;ITAPERUNA;2279185;UNIDADE DE SAUDE DA FAMILIA DO FITEIRO;SECRETARIA MUNICIPAL DE SAUDE;;28916716000152;M;RUA ALVARO LANNES;204;FITEIRO;28300000;-21.21413;-41.87779
330020;RJ;ARARUAMA;2272059;POSTO DE SAUDE DR JOAO VASCONCELLOS;SECRETARIA MUNICIPAL DE SAUDE DE ARARUAMA;;36492221000171;M;EST DA POSSE;S/N;POSSE;28970000;-22.83694;-42.29393
330100;RJ;CAMPOS DOS GOYTACAZES;5662915;RENATA RESTAY;RENATA RESTAY;;;M;RUA BARAO DE MIRACEMA;140;CENTRO;28010000;-21.76305;-41.33095
330110;RJ;CANTAGALO;3710149;REINALDO LENTINI DE ALMEIDA;REINALDO LENTINI DE ALMEIDA;;;M;RUA CESAR FREIJANES;25;CENTRO;28500000;-21.981;-42.368
330610;RJ;VALENCA;2292823;ESF DE PENTAGNA;MUNICIPIO DE VALENCA;;29076130000190;M;PRACA SIMOES CORREIA;S/N;PENTAGNA;27600000;-22.16201;-43.75379
330560;RJ;SILVA JARDIM;2274078;POSTO MUNICIPAL DE SAUDE DE COQUEIROS;PREFEITURA MUNICIPAL DE SAUDE DE SILVA JARDIM;;28741098000157;M;RUA PROJETADA I;25;COQUEIRO;28820000;-22.61984;-42.47750
330415;RJ;QUISSAMA;2267225;UNIDADE DE SAUDE DE FAMILIA MARIO B WAGNER;SECRETARIA MUNICIPAL DE SAUDE DE QUISSAMA;;36292605000140;M;AVENIDA ATLANTICA;462;BARRA DO FURADO;28735000;-22.107;-41.472
330630;RJ;VOLTA REDONDA;3988252;CLINICA MAZONI;CLINICA MAZONI DE MEDICINA E ESTETICA E ESTETICA LTDA;07422517000118;;M;RUA QUARENTA E UM C;611;VILA SANTA CECILIA;27259430;-22.523;-44.104
330513;RJ;SAO JOSE DE UBA;5523982;ESTRATEGIA DA SAUDE DA FAMILIA ESF WASHINGTON BISMARCK NEY;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DE UBA;;01614414000173;M;RUA ROQUE ROSA VIEIRA;S/N;CENTRO;28455000;-21.358;-41.943
